dataMatrix	HU_011	HU_014	HU_015	HU_017	HU_018	HU_019	HU_020	HU_021	HU_022	HU_023	HU_024	HU_025	HU_026	HU_027	HU_028	HU_029	HU_030	HU_031	HU_032	HU_033	HU_034	HU_035	HU_036	HU_037	HU_038	HU_039	HU_040	HU_041	HU_042	HU_043	HU_044	HU_045	HU_046	HU_047	HU_048	HU_049	HU_050	HU_051	HU_052	HU_053	HU_054	HU_055	HU_056	HU_057	HU_058	HU_060	HU_061	HU_062	HU_063	HU_064	HU_065	HU_066	HU_067	HU_068	HU_069	HU_070	HU_072	HU_073	HU_074	HU_075	HU_076	HU_077	HU_078	HU_079	HU_080	HU_081	HU_082	HU_083	HU_084	HU_085	HU_086	HU_087	HU_088	HU_089	HU_090	HU_091	HU_092	HU_093	HU_094	HU_095	HU_097	HU_098	HU_099	HU_100	HU_101	HU_102	HU_103	HU_105	HU_106	HU_107	HU_108	HU_109	HU_110	HU_112	HU_113	HU_114	HU_115	HU_116	HU_117	HU_118	HU_119	HU_120	HU_121	HU_122	HU_123	HU_124	HU_125	HU_126	HU_127	HU_129	HU_130	HU_131	HU_132	HU_133	HU_134	HU_135	HU_136	HU_137	HU_138	HU_139	HU_140	HU_142	HU_143	HU_144	HU_145	HU_146	HU_147	HU_148	HU_149	HU_150	HU_152	HU_154	HU_155	HU_156	HU_157	HU_158	HU_159	HU_160	HU_162	HU_163	HU_164	HU_166	HU_167	HU_168	HU_169	HU_170	HU_171	HU_172	HU_173	HU_174	HU_175	HU_177	HU_179	HU_180	HU_181	HU_182	HU_183	HU_184	HU_185	HU_186	HU_187	HU_188	HU_189	HU_190	HU_191	HU_192	HU_193	HU_194	HU_195	HU_196	HU_197	HU_198	HU_199	HU_200	HU_201	HU_202	HU_203	HU_204	HU_205	HU_206	HU_207	HU_208	HU_209
Monoethyl phthalate	4.186149533	3.347641278	3.824038574	3.091727965	3.655938217	4.240828147	3.92916447	3.232053199	4.191019034	4.869509077	3.452697146	3.577856926	3.917557128	3.788281036	4.15534968	3.783713871	2.59111257	2.646661085	3.345677786	4.454533442	3.584592975	4.472116408	3.245582122	1.592161096	3.240506988	3.851157024	4.583003853	3.909560071	2.546271718	3.844327347	3.727405393	4.786231889	3.863192893	3.817315616	3.183211562	3.905220001	4.308478315	1.875277011	3.505072748	3.276251991	3.625287884	3.837302832	3.75108969	4.160431669	3.020595461	3.55861859	3.643076347	4.057017223	3.924223061	3.415201389	3.573439451	3.873738794	5.128802546	4.354731551	3.551776409	3.984297976	3.284431863	3.915980178	4.665948294	3.116653382	4.864481721	3.916022558	4.870521355	3.122522739	4.626306462	4.468088189	2.712161119	3.941118054	4.629057709	5.16256182	4.669070252	4.074333075	4.960050954	4.842911203	3.304665017	4.77712504	3.701976999	3.039650692	3.241481836	4.080715355	3.984561182	5.153158125	2.99543817	4.043905291	3.784858019	4.034692952	2.930379282	3.129481397	3.889687283	3.0324151	4.29209414	2.023701271	4.294901489	3.97783233	3.215635214	3.641038029	3.439987942	3.840928015	4.115968256	3.964875554	4.607871999	4.097981574	4.058786626	4.18082311	4.215871913	3.878959659	3.080075891	3.404764058	4.085073819	4.209089302	4.964286476	3.876730704	4.788699165	3.517087561	5.054329171	3.120099901	3.550672471	2.984302977	2.883250783	2.892385904	5.387827386	3.591682728	1.909198611	4.659684859	3.823808082	4.136709749	3.4930608	4.282988162	3.325438948	4.184967391	3.311638774	5.193632682	4.985035209	3.135515896	4.37760101	3.699209999	4.528127839	3.755191637	4.610147532	5.650792689	5.260533744	3.254067065	4.503890397	3.447802749	3.958665566	5.297744061	4.581762371	5.044901714	3.931139951	4.123857144	3.059027107	5.04483697	3.144806035	3.659856214	3.08950507	4.480084802	3.910751848	5.278054688	4.385351961	4.407322549	4.114040903	2.961346086	3.786035186	3.495810731	2.840106468	3.914692573	4.813414578	2.777730855	4.362417861	5.345533497	4.786583673	3.35354784	2.482702149	3.084784912	3.705556412	3.209044804	5.338140882	3.768419149	3.810374348	3.444242507	4.093356435	4.128964477	4.383778336
N-Acetyl-aspartic acid	4.117673299	4.428008423	4.20571486	4.385727239	4.253549056	4.363792315	4.17251627	4.426590612	4.146049138	4.229702296	4.185635586	4.379919597	4.468380285	4.24572544	4.449904543	4.130868553	4.581894324	4.261440331	4.677721126	4.604583971	3.983439791	4.529516369	4.385609444	4.257778296	4.371509605	4.200262648	4.342894754	4.601978825	4.323946097	4.263684145	4.200976223	4.349149769	4.218111164	4.094733605	4.303832991	4.269466437	4.245658181	4.222819349	4.485445645	4.087595362	4.354635751	4.182230166	4.381225602	4.26236428	4.204068834	4.39336885	4.407689054	4.49080592	4.41415523	4.357848076	4.230005922	4.389271791	4.540391672	4.460784736	4.464338818	4.462174032	4.28321563	4.171052699	4.415193494	4.263487219	4.445067399	4.352372295	4.271972546	4.429538171	4.442196908	4.613408374	4.289417728	4.152841788	4.328022563	4.444020711	4.749250937	4.456038913	4.313256598	4.451627163	4.285574505	4.134492359	4.168142751	4.361346667	4.427568158	4.524975607	4.201072999	4.338593857	4.300156507	4.386067899	4.505774091	4.33000985	4.403566697	4.423440016	4.204877186	4.292376939	4.497193787	4.548869993	4.306390178	4.188508619	4.345139857	4.422043998	4.252990281	4.704905982	4.691233929	4.577451503	4.420679814	4.600801811	4.423605069	4.360149868	4.216566382	4.417551144	4.494948108	4.374923833	4.313779798	4.154477076	4.162853775	4.38503998	4.23628203	4.317141578	4.437083714	4.202597921	4.677655605	4.449589415	4.290875004	4.145962986	4.81286811	4.536253548	4.588522864	4.196580391	4.231932637	4.346866775	4.373064276	4.464556604	4.296434071	4.398940169	4.589677326	4.708719241	4.521277013	4.470084938	4.584214938	4.323525556	4.621763004	4.437426669	4.397254037	4.148132119	4.522836316	4.471210801	4.496026036	4.322945053	4.397015511	4.281962527	4.711415673	4.083525533	4.549700613	4.414223504	4.41708129	4.441320027	4.34655768	4.332021878	4.551616218	4.353644797	4.093469594	4.177435167	4.543959515	4.378205913	4.980978659	4.547834722	4.49449042	4.263651736	4.402640312	4.547112829	4.397689439	4.381203248	4.799388556	4.554007231	4.225271655	4.387688914	4.287664014	4.363958525	4.464589331	4.357733792	4.4155156	4.49043134	4.341535783	4.107648279	4.72267878	4.761037511	4.60787629
N-Acetylisoleucine	4.093392933	4.306259479	4.268660372	4.01720264	4.11461914	4.483259885	4.011141232	4.386072995	3.941465569	4.200706948	4.390884063	4.032094103	4.378304321	3.928265366	4.223293581	4.474423317	4.327815254	4.612486558	4.485848538	4.176618531	4.214823765	4.468380804	4.084432411	4.196963877	4.183414831	4.156462888	4.453212424	4.183084163	4.291202438	4.358505132	3.922603205	4.331735091	4.335840166	3.878485743	4.153248276	4.446454125	4.154598899	4.054242817	4.245752523	4.035446854	4.394694652	3.938318766	4.112851835	4.378255715	4.243514064	4.345535633	4.554808438	4.411035463	4.142014503	3.736277591	4.532461585	4.30772129	4.329159225	4.441784142	4.340362581	4.201270851	4.285520313	4.770268214	4.356948292	4.314535228	4.44204279	4.112154002	4.581879769	4.033712503	4.166179151	4.511751867	4.581188785	4.400568511	4.313858944	4.404867557	4.663460874	4.491833269	4.224499651	4.502740767	4.160629404	4.421748443	4.332843547	4.289813738	4.417317207	4.558394509	4.003062599	4.474956513	4.119427642	4.61662265	3.956775815	4.405136379	4.077310664	4.120486533	4.057382775	4.092030272	4.401945486	4.308141134	4.411088489	4.449163109	4.375282362	4.537661873	4.247754844	4.149903163	4.366243279	3.99828563	4.362978727	4.405027141	4.260632476	4.401018613	4.505264485	4.514928777	4.415582094	4.506847965	4.292880382	4.671971476	4.299037457	4.194630615	4.327174605	4.408331738	4.24752175	4.430822166	4.095315065	4.338747771	3.87334117	4.582527576	4.619242083	4.292628349	4.356011288	4.55589852	4.246649405	4.340173868	4.371669017	4.334263343	4.309951004	4.169432674	4.395145331	4.309345915	4.192730493	4.144633207	4.353742218	4.589586787	4.199041104	4.346503353	4.101002997	4.541144759	4.421004561	4.23197999	4.117095575	4.587659761	4.289363732	4.442539084	4.472488997	3.840110378	4.759075871	4.401684664	4.463637485	4.311989568	4.456102108	4.187092201	4.359828239	4.1925079	4.079305443	4.324324347	4.125142065	4.344995768	4.369572042	4.331208257	4.711112204	4.396522132	4.308202854	4.470227797	4.22995693	4.470316758	4.551559001	4.367660335	4.30224457	4.392754135	3.983064735	4.421182554	4.437380697	4.54615836	4.434133108	4.272493449	4.440495838	4.421061622	4.380774708	4.47809306	4.688224266
N-Acetylleucine	3.411935939	4.478246245	4.266854201	4.027336877	3.237243702	4.370739348	4.049776629	4.321892825	3.719506534	3.747108951	4.324902966	4.38990265	4.544151966	3.928668072	3.717229537	4.238244903	4.179498278	4.553247918	4.585045749	1.252632365	4.036372096	4.197684016	4.094522222	3.968414669	4.04546133	4.032668166	4.370806292	4.006400196	4.258586363	4.072601877	4.038946049	3.906651262	4.151898691	4.146175691	1.373469001	4.485477297	4.262708097	4.607094345	4.201926753	3.849307467	4.496933848	3.935923043	4.213467708	4.013346424	3.896396827	1.387462564	4.362232788	4.368454549	3.426599233	3.040968482	4.571239734	3.789115103	4.509703049	4.926268337	4.091755266	4.156831695	4.177995101	4.5301362	4.837511001	4.247099026	4.169462165	1.360056413	4.712349698	3.662011871	4.210748489	4.290033896	4.090269113	4.499998165	4.25289589	4.182027921	1.446944602	4.720268635	4.205799662	4.378293656	4.663153698	4.159774181	4.280734782	4.147809341	4.01715964	4.055017583	3.730857457	4.556932032	4.318343355	1.447590476	4.000363423	3.845094202	3.636191412	4.130577544	3.91935408	4.039553232	3.998049454	4.223809349	4.178654426	4.158416807	3.982589095	4.645453937	4.103243061	4.084384427	4.254109553	4.059200151	3.457505617	4.118927849	4.073307966	4.285909618	4.766498128	4.180234337	4.211253849	4.197592432	4.49180972	4.840598523	4.402721164	4.23268261	4.003121281	4.057127798	4.193316548	4.195242354	3.934358743	4.480363233	3.700448336	4.399179372	4.155174936	4.635719842	4.139995119	4.399878869	3.892737175	4.20022387	4.080847603	4.803071915	3.605887498	4.489921541	4.676792496	4.985624358	4.353765899	3.847578506	4.006750217	4.635485192	4.14016084	4.685227699	4.316059982	4.979799557	4.357369803	4.442562003	4.044954003	4.977383445	4.48556449	4.888551806	4.408711185	3.900245484	4.725370421	4.65362645	5.009564658	3.969440713	4.698791862	4.8249116	4.337884131	4.424946069	4.392416348	4.179423197	4.485667452	4.317898788	3.909394109	4.506696095	4.679795467	4.164901633	4.113008581	4.226648569	4.369350144	4.547350567	4.587619203	3.418594965	4.223696796	4.10354029	3.880060715	3.991231643	4.152324514	4.347810683	4.213627407	3.921782392	4.251468658	4.288331935	4.107483976	4.453917522	4.512905008
N-Acetyltryptophan	3.792114594	4.484241506	4.254060712	3.645017863	4.193700821	4.221704854	4.001768564	4.348902612	4.188240169	4.139993279	4.0027179	3.864348148	4.187264768	3.685318475	4.318309622	4.248804846	4.065573562	4.329738641	4.498627819	4.481776916	4.476892983	4.390793115	4.289966076	4.048186311	3.831594434	4.374106781	4.515282319	4.023445727	4.060282039	4.600997759	4.210914331	4.347922408	4.261528699	4.005414766	4.429975516	4.600663853	3.701741009	3.394503547	4.472227325	4.253035585	3.75318104	4.0071026	3.944243002	4.342421133	4.289486428	4.555628903	4.176816458	4.331818138	4.661430532	3.752913943	4.64348302	4.138212207	4.248260121	4.772517561	4.056809742	4.41827191	4.503252594	4.590738081	4.350951834	4.339266371	4.473594178	4.326589448	4.425253841	3.801003076	3.700885641	4.007036576	4.493100353	4.464411666	4.371274981	4.427861454	4.43452224	4.666639615	4.327676605	4.251967363	3.999759051	4.412858406	4.352777472	4.481229505	4.65144922	4.197837027	4.232342892	4.304434567	3.956895772	4.507118499	3.643188166	4.359867773	4.364240305	4.258488936	4.216699993	4.039878928	4.244485258	4.229518949	4.476823156	4.427604468	3.866027183	4.787970469	4.417812308	5.018721142	4.450059403	4.338579722	4.464370475	4.954789196	3.201638735	4.433133502	4.474183756	4.292137177	4.328235643	4.532092763	4.36466385	4.554354972	4.031713914	4.158858555	4.447193387	4.024990973	4.360870408	4.040923085	4.424499455	4.220897061	3.772289744	4.393171017	4.47240325	4.189883819	4.363330292	4.384760209	3.863801103	4.380330625	4.617069533	3.904715414	4.517857911	4.245071693	4.190362837	3.940867629	3.879870286	4.156897507	4.475330565	4.446035883	3.979681451	4.086306228	4.674671971	4.340283574	4.602378257	4.276892629	4.206951669	3.66422721	4.483019579	4.406351128	4.610847825	4.496446835	4.902989926	4.34880434	4.331674836	4.132485284	4.27511983	4.298158401	4.240036541	4.321068593	4.36893211	4.169557295	4.389724451	4.342044039	3.642104575	2.342342656	4.718235431	4.182039725	4.008021848	4.389654512	4.017129309	4.561795533	4.558337842	4.431771598	4.055354436	4.276159044	4.436308004	4.254393321	4.357129041	4.269124588	4.176829148	4.286452011	4.102987085	4.336219072	4.39476028	4.30243077	4.305107691
N-Acetyltryptophan isomer 3	4.559494909	4.038887064	4.333962331	4.621738785	3.276002059	4.174603772	4.219100595	4.802701221	4.174870057	3.84640755	4.7466645	4.312784671	4.324868794	4.548185194	4.584805247	3.892834504	4.440624976	4.381021444	4.432310469	4.248648967	4.269092146	4.925012546	4.353527057	3.819131366	4.289286017	4.018294515	3.576258674	4.640146179	4.427638725	4.234870766	4.071449945	4.056532422	3.831339194	4.028401182	4.420406876	3.77497406	4.470605833	4.79935696	4.317735216	3.77618964	3.837427645	3.771032017	4.688330955	3.99392049	3.620562851	4.369688566	4.33467519	4.686165045	4.390923256	4.424870795	4.337925813	4.349701531	3.869069084	4.603122769	4.290506836	4.60452742	4.178865675	3.678022694	4.612135005	4.386374325	3.982315278	4.257497548	4.529557877	4.217134178	4.373914201	4.279557688	4.136927665	4.448094501	4.368341473	4.747791917	4.765930372	4.054875763	4.472394483	4.748793421	4.965176171	3.832536011	4.493240282	4.347522955	4.25422	4.533289237	3.66198122	4.3688315	4.613272754	3.592792063	4.368091112	4.061858222	4.075893527	4.128221256	4.340897786	3.513404387	4.123312024	4.634084655	4.390508986	4.398026065	4.59079396	4.26069176	3.423228464	4.100723617	4.674345999	4.233932367	4.236726596	4.666772698	4.604615242	4.281942972	4.596424557	4.509286784	4.037164938	4.403692163	4.324546197	2.678111126	3.823563064	4.004818673	4.726344276	4.523393088	3.991258749	4.353642617	4.24758893	4.288624427	4.126483191	4.423399235	3.795463806	4.160351387	4.938242983	3.845472216	4.353668593	3.980657593	4.360862367	4.315415115	4.341601385	3.401314049	4.581188597	3.823257638	4.352312901	4.184954251	4.328007465	4.484669484	4.579685188	5.108833669	4.182741259	3.917922457	3.95667289	4.649023815	3.999073448	3.652302618	4.226307164	4.367943253	3.772799342	3.66003382	4.731834228	4.358107107	4.388836368	4.315565477	4.61860606	3.959845783	4.271825723	4.20499549	3.923169218	4.345935741	4.472189153	3.579747925	4.718615767	4.32642541	4.751658536	3.913796202	3.878454568	3.940924297	4.248683428	3.996379832	5.017935618	4.423754207	4.866064129	4.104907422	4.648059583	4.128809763	4.484915832	4.138861231	4.310123876	4.116370852	4.316416182	3.922917461	5.024165168	4.768230502	4.413212414
N2-Acetylaminoadipic acid	3.631931485	4.493697972	3.904043409	3.997636224	4.330821932	4.210519908	3.980256318	4.409265825	4.497058936	4.168541461	4.255754455	4.456862101	4.034675732	4.068235177	4.431279698	4.286634726	4.501533483	4.484303217	4.181696443	4.420602819	4.131043532	4.187416093	4.047494495	4.159603317	3.998529794	4.025050916	4.340780859	4.000968018	4.416097069	4.548893489	3.752581746	3.815653732	4.388543157	3.991505459	4.479613053	4.663311627	4.413249623	3.850999735	4.163490806	3.715488509	4.357418828	3.581254501	3.847453369	4.160136577	4.144150326	4.519528403	4.267855482	4.373240413	4.62805497	3.865115964	4.166662968	4.687241899	4.302793904	4.611491653	4.217542267	4.194899545	4.450316429	4.045307441	4.736861547	4.438132488	4.216669879	4.302702631	4.497297553	4.192227161	4.391837757	4.627237172	4.446288995	4.420441886	4.012070601	4.221980986	4.418465717	4.491957016	4.684069262	4.462448893	4.53002242	4.312481059	4.353201986	3.940130605	4.300241235	4.471871119	4.349851896	4.409457073	4.492335806	4.593733789	4.312282011	4.592382948	4.191925486	4.288141617	4.476380499	4.461376425	4.093660493	4.148346136	4.086497422	4.163553668	4.390791796	4.704537609	4.747792458	3.949561438	4.790572543	4.349200483	3.909438058	4.463588574	4.099655988	4.488029214	4.495264424	4.228082031	4.408012605	4.121597622	4.370665414	4.442940601	4.28851256	4.168371126	4.562686663	4.344160811	4.104345014	4.278303289	3.565677025	4.374421533	4.263252667	4.436970901	4.68092313	4.90259078	4.336810538	4.642849403	4.174780788	4.16221286	4.314882523	4.355791652	4.579308219	4.208370333	4.625311188	4.454769198	4.055873216	4.409818203	4.387792514	4.301176262	4.369483128	3.020442469	4.596777933	4.511196622	4.437109943	4.309776098	3.981470744	4.506159412	4.170120631	4.553343722	4.236528588	4.136140856	4.188716158	4.497020541	4.64516288	4.617624138	4.73359042	4.399938455	4.173357638	4.541289877	4.049800313	4.331028063	4.381871407	4.198320703	4.473601097	4.460773156	4.617895804	4.452316714	4.109993198	4.392065901	4.589539268	4.798107402	4.472577795	4.741173365	4.269265213	4.072568524	4.342651853	4.198552816	4.414982199	4.431377554	4.428301131	4.502398728	4.402273402	4.559533255	4.378985986	4.42709997	4.581048395
N4-Acetylcytidine	4.361609643	4.518477034	3.885826078	4.49615993	4.685970905	4.46802532	4.431310239	4.622987522	3.409346338	4.588791222	4.540992081	4.588072574	1.795245343	4.360119266	4.546949124	4.439698362	4.760376107	4.563838772	4.532754028	4.199985272	4.211485291	4.735433618	3.738424876	4.427184616	2.363070199	3.526429205	4.513634946	4.519449942	4.796994188	4.546922337	3.78392939	4.447964609	4.686839366	3.988103619	4.590012512	4.471516714	3.922783157	4.039486985	3.964201839	3.953606004	4.558836745	3.714793643	4.368415976	4.540502495	4.489321641	4.473930942	4.541112083	4.766180454	4.740106794	4.321021823	4.35373965	4.694199246	4.171291464	4.59505115	4.526736201	4.185779389	4.271722011	4.513424303	4.775341998	4.599059603	4.251893117	4.638888038	4.521419381	4.599289423	4.716035595	4.796416	4.148175751	4.599990675	3.407087932	4.601683669	4.771793845	3.944493061	4.719823065	4.823902074	3.878930392	4.066754066	3.899837124	4.155478309	4.563428787	4.775228109	3.847580623	4.525363812	4.481060365	4.672514937	4.642609236	4.589924159	4.660452601	4.261008507	4.431898556	4.125547453	4.520539664	4.541769877	4.139888335	4.552349357	4.813999467	4.84202037	4.646418346	4.332166889	4.789054234	4.397441227	1.644952696	4.634033172	4.63721093	4.834674837	4.582735893	4.610611849	4.284491269	4.486594971	4.603733106	4.623787157	3.662849086	4.011136125	4.522095345	4.685580578	3.668593544	4.711226376	3.990282855	4.649915987	4.583684827	4.659330281	5.027677564	4.72261564	4.677360443	4.571888997	4.70752035	4.551698298	4.155108063	4.123340403	4.637714601	3.956234554	4.742323164	4.122840775	2.985802921	4.844030871	4.670175599	4.491780177	4.709173672	1.813204603	4.304280797	4.097726445	4.833619917	4.609745669	2.04455286	4.779461521	4.035491242	4.171829432	4.393086795	3.584564965	4.170493446	4.203181764	4.46121079	4.731329184	4.641576461	3.558000483	4.126896672	4.190273598	2.89158479	4.213514575	4.447905748	4.132091914	4.953108	4.711567409	4.682199035	4.724942528	4.662459287	4.466964051	4.193004867	4.68181059	4.898709568	4.797625361	4.66834168	4.421398311	4.582599312	4.611101327	4.608399387	4.642137094	4.628515294	4.698383974	4.642671328	4.752698647	4.751965746	4.672414222	4.665286887
Nicotinuric acid isomer	3.848277948	4.441710061	4.240329544	4.343147921	4.044958424	4.452897392	4.069243707	4.360414459	4.310635467	4.286487429	4.557676034	4.219688418	4.531023496	4.02578442	4.385885	4.209993102	4.357155646	4.367754298	4.516798434	4.348993501	4.004007975	4.234194974	4.296152473	4.283646714	4.49395269	3.989634776	4.382157094	4.490603026	4.296165071	4.300081961	4.424610369	4.149157795	4.067015904	4.203692621	4.271051614	4.076712683	4.281958784	4.191544249	4.347895958	3.854569552	4.48402046	4.219782057	4.023917511	4.303206503	4.298712464	4.311622942	4.376160761	4.413899366	4.176836152	4.499362087	4.152647407	4.248626648	4.319889686	4.359474989	4.295639405	4.257071556	4.455549184	4.52115421	4.524329788	4.346714545	4.611316458	4.143537162	4.437350481	4.432290348	4.398427136	4.087643389	4.536329754	4.468712611	4.366730308	4.328129607	4.362188517	4.411982669	4.266695934	4.374473046	4.466193503	4.418052648	4.291367099	4.611003053	4.531031762	4.500411574	4.484850981	4.305267431	4.22070272	4.28426411	4.354801373	3.979346556	4.213690306	4.500839012	4.356853224	4.406925019	4.834954838	4.269912567	4.401149991	4.233262672	4.327497947	4.151271705	4.326011519	4.322991103	4.387740076	4.663657524	4.033720055	4.473244839	4.602146357	4.292599549	4.510383702	4.185267818	4.63872426	4.517647149	4.243409813	4.453039889	4.366750265	4.414654817	4.424820789	4.208432844	4.353245981	4.2988509	4.364784241	4.058330333	4.044595821	4.372309388	4.504592819	4.47954545	4.535341017	4.401440347	4.255582193	4.306239795	4.257846516	4.250693443	3.924352636	4.539105865	4.352093526	4.428641908	4.421103849	4.555750419	4.374414284	4.492695842	4.331347699	4.369638826	4.343833438	4.287608045	4.514484387	4.398163234	4.720604766	4.837567821	4.659339419	4.260583738	4.511803529	4.468905523	4.797788259	4.441818079	4.270032914	4.281925183	4.402468917	4.390695	4.537543713	4.664551285	4.469287794	4.282003569	4.398305404	4.659690827	4.87345427	4.448214059	4.42561643	4.052620446	4.475766968	4.580386216	4.520741699	4.701414819	4.79001911	4.094181567	4.345810719	4.273393084	4.262318215	4.319397117	4.386931282	4.263510781	4.688791466	4.403503291	4.284876626	4.440418433	4.430970774	4.570177471	4.487122204
Ortho-Hydroxyphenylacetic acid	3.870824929	4.658540671	4.001140771	4.296011389	4.679457982	4.295494865	3.912166117	4.37582796	3.739987581	4.490693802	4.721074276	4.582119544	3.8513424	4.17806315	4.382493395	4.292043166	4.650941782	4.894867285	4.245549315	4.681186246	4.321378774	4.288952907	4.454332789	3.93610227	4.660791399	4.468401701	4.321051354	4.344537136	4.37162237	4.508087338	4.312607769	4.279273908	4.102383975	3.950064843	4.571615055	4.654587511	4.516626792	4.122120003	4.35900592	3.848390547	3.95039226	3.802358333	3.868060096	4.17194496	3.731774232	4.450974905	4.511289055	4.705453265	4.441813271	4.094634135	4.473905961	4.599768772	4.756004414	4.488454927	3.679249555	4.14142042	4.257904956	3.91338478	4.285114944	4.610854828	4.692969302	4.397799724	4.632113454	4.10793978	4.665123362	4.584949031	4.731617145	4.654222978	4.313323653	4.433377294	4.865555047	4.054012437	4.548531822	4.480688142	4.759463222	4.355206877	4.211024568	4.578480533	4.395905321	4.464734086	4.204766898	3.816340021	4.778847386	4.419119391	5.133579188	4.235504349	3.850912633	4.261580479	4.396383124	4.512908172	4.915008669	4.601543752	4.513611656	4.451985595	4.826955999	4.023252401	3.74059767	4.086353451	4.459909177	4.77839555	4.314528073	3.693257077	4.471118536	4.507106029	4.649716544	4.146013896	4.224004105	4.523828997	4.690387208	4.447190327	4.545033856	4.679721559	4.820108554	4.364831742	4.524277351	4.360215619	4.484934702	4.386802016	4.433289433	4.810761739	4.58357595	4.697270206	4.182629498	4.574089569	3.722802553	4.498534471	4.106472267	4.683116331	4.610176326	5.047133041	4.354976493	4.720300752	4.241270679	4.696744538	4.298450139	5.068421422	4.855509567	4.380379622	4.56059746	4.487766885	4.560877685	3.984233571	4.557379495	4.694006259	4.676356517	4.46211292	5.138156339	4.096954295	5.11092929	4.330594995	4.078777656	3.516273289	4.60198434	4.372087774	4.687759768	4.798736734	4.861374043	4.372227774	5.200205012	5.311270662	5.42759631	4.809127214	4.288451074	4.5027486	4.543930003	4.34050131	4.745896821	4.605442284	4.994924348	4.434890895	4.534631955	4.310279356	4.643602597	3.96837775	4.547472279	4.656763031	4.848205737	4.374864163	4.037887693	4.490154962	4.178500046	5.228845842	4.694311557
